cranberry, down, False
grapefruit, explore, False
deer, brace, False
piano, tune, False
goat, feed, False
jet, frigate, False
dress, conclude, False
car, mobile, False
pear, bookmaker, False
brake, helicopter, False
cemetery, grave, False
radish, industrious, False
rear, glider, False
process, calculation, False
jar, hear, False
mantle, display, True
horse, interesting, False
arbor, tool, True
rabbit, diesel, False
battleship, travelogue, False
album, cinema, False
blood, red, False
chorale, melody, True
motorcycle, limit, False
saw, new, False
fox, bottle, False
sparrow, mark, False
accelerator, car, False
tie, fashion, True
box, send, False
corkscrew, trickery, False
arbor, meadow, False
woodpecker, synonym, False
hotel, downloaded, False
library, pub, False
hat, reduce, False
lime, fruit, True
turnip, corn, False
saturation, wet, True
pear, voluntary, False
van, stability, False
muzzle, lion, False
fox, progress, False
sarabande, genre, True
ferry, thank, False
bone, catfish, False
decide, pick, False
image, stereotype, False
helicopter, fighter, False
jungle, genre, True
cracker, toast, False
bat, stuff, True
garlic, inebriate, False
clarinet, storage, False
chap, boy, False
cockroach, imbalance, False
chisel, farmland, False
knife, ketchup, False
wrench, catchment, False
scooter, obtain, False
pet, animal, True
hammer, personal, False
handle, saw, False
table, th, False
table, wood, False
saxophone, statute, False
vest, dyke, False
owner, hotel, False
pan, container, True
candle, cathedral, False
trumpet, buy, False
competition, natural, False
mug, edit, False
policeman, job, True
metal, hatchet, False
cow, crew, False
vulture, condemnation, False
goose, travel, False
deer, new, False
giraffe, tobacco, False
squirrel, squad, False
birthday, funeral, False
cow, historic, False
shovel, implement, True
fish, scale, False
grapefruit, innate, False
glove, covering, True
beck, hero, True
flute, suggest, False
game, action, True
cathedral, aquarium, False
glove, artefact, True
tail, cat, False
potato, accelerate, False
arachnid, vertebrate, False
peach, abbess, False
rake, bodywork, False
metal, bomber, False
knife, steel, False
fish, food, True
priest, cathedral, False
meat, goat, False
mayhem, band, True
dove, patient, False
bowl, criminal, False
wasp, grasshopper, False
chisel, cultivate, False
turret, frigate, False
chair, summary, False
pinion, sparrow, False
hat, high, False
inside, library, False
grapefruit, assessment, False
accessibility, handicapped, True
light, ambulance, False
bag, box, False
glider, promise, False
desk, leave, False
scooter, saber, False
reduce, cut, False
africa, continent, True
grape, shoe, False
plant, alive, False
column, newspaper, False
bat, eye, False
horse, seaplane, False
tanker, bus, False
library, zero, False
study, house, False
broccoli, food, True
grass, weed, False
pub, utility, False
table, speak, False
sheep, donkey, False
van, formation, False
clothes, uniform, False
cello, learn, False
box, accept, False
box, final, False
jet, fight, False
cabaret, style, True
shower, bathroom, False
learn, study, False
threnody, ode, True
elephant, rumor, False
violin, cello, False
butterfly, maximum, False
potato, prescribe, False
gorilla, kicker, False
bathrobe, robe, True
object, metal, False
party, funeral, False
coating, wash, False
jet, cutting, False
fire, ice, False
beetle, saga, False
fence, sport, True
room, house, False
doctor, educate, False
pig, mainland, False
fiddle, instrument, True
goose, break, False
lettuce, consolidate, False
human, intelligent, False
spinach, prosaic, False
vulture, prescribe, False
mailbox, open, False
jet, claim, False
vest, strengthening, False
head, leader, True
jacket, covering, True
corkscrew, build, False
flute, quote, False
swan, fourth, False
tanker, ingrate, False
kale, appropriation, False
bottle, assign, False
pub, associate, False
sleeve, cloak, False
garlic, sign, False
police, posse, False
hornet, new, False
dolphin, vendetta, False
leg, squirrel, False
snout, rat, False
corkscrew, saw, False
skeleton, battleship, False
rest, sleep, False
page, hero, True
read, learn, False
music, entertainment, False
pilot, fighter, False
bottle, stretch, False
jet, durability, False
beetle, arthropod, True
screwdriver, preaching, False
beach, nice, False
head, goldfish, False
flute, woodwind, True
table, aftermath, False
edm, genre, True
dolphin, partition, False
violin, wood, False
frog, block, False
scooter, car, False
celery, scratch, False
blouse, inspect, False
angel, good, False
truck, train, False
rat, yield, False
fox, psu, False
rat, exclude, False
hotel, short, False
spade, walk, False
program, work, True
glove, bonfire, False
bomber, washer, False
goat, denture, False
axe, ostrich, False
dresser, probability, False
spinach, manga, False
leg, lion, False
dagger, weapon, True
library, tape, False
snowball, missile, False
recreation, activity, True
bonnet, car, False
house, black, False
armrest, chair, False
foyer, place, True
blouse, ballot, False
desk, interest, False
clarinet, settle, False
filly, female, True
destroy, make, False
music, complex, False
bomber, destination, False
banjo, guitar, False
curl, game, True
event, resumption, False
cello, instrument, True
psychology, study, False
side, house, False
beetle, believe, False
tiger, canoe, False
frigate, ambulance, False
sleep, good, False
blouse, rural, False
wasp, undefeated, False
chair, bookcase, False
truck, helicopter, False
language, communication, True
peel, potato, False
cauliflower, unqualified, False
owl, student, False
potato, eligibility, False
ceramic, mug, False
jet, sale, False
driver, car, False
cry, laugh, False
restaurant, practice, False
bomber, attach, False
cloak, competitive, False
swan, gamelan, False
giraffe, pp, False
phagocyte, virus, False
coffee, jar, False
elephant, excitement, False
screwdriver, allowance, False
vest, articulation, False
man, person, True
plate, van, False
glider, awareness, False
scooter, soak, False
offering, special, False
table, advance, False
tail, elephant, False
utility, company, True
cabbage, hardwork, False
juice, tasty, False
fork, deregulation, False
leader, follower, False
groove, plane, False
restaurant, step, False
turnip, veggie, True
dresser, ore, False
fox, draw, False
saxophone, artifact, True
hospital, obligation, False
bone, goldfish, False
pheasant, vertebrate, True
restaurant, muscle, False
nationality, citizenship, False
father, parent, True
trumpet, enjoy, False
color, yellow, False
mug, signal, False
piano, sieve, False
canticle, genre, True
van, reservoir, False
scarf, owl, False
furniture, chaise, False
top, jet, False
guitar, facilitation, False
door, helicopter, False
life, vulnerable, False
stable, coop, False
complete, empty, False
fox, attach, False
piano, counseling, False
box, drawer, False
fold, cloak, False
roll, bounce, False
library, undergo, False
cake, egg, False
car, function, False
garlic, cabbage, False
hatchet, squash, False
trunk, bus, False
root, grow, True
chair, monarchy, False
size, volume, False
cabinet, furniture, True
cat, very, False
strike, score, True
wait, leave, False
hornet, view, False
deer, herbivore, True
sofa, bed, False
distribution, dispersion, False
wallet, bag, False
iron, sieve, False
artist, novice, False
bowl, dish, True
copy, unique, False
distribution, deliver, True
radish, onion, False
parsley, principle, False
music, format, True
sparrow, pheasant, False
hotel, counsel, False
glider, vehicle, True
knife, storm, False
hospital, symmetry, False
helicopter, summation, False
saloon, church, False
coat, blouse, False
enjoy, hate, False
glass, metal, False
lady, male, False
liquid, bottle, False
castle, naked, False
chant, genre, True
person, tooth, False
shovel, know, False
frigate, e, False
ceiling, castle, False
cello, small, False
bomber, contribution, False
yacht, wait, False
castle, graduate, False
castle, sprint, False
truck, lay, False
rake, hire, False
exhibition, recreation, True
rest, use, False
ferry, reply, False
bomber, theater, False
goldfish, vertebrate, True
ranch, bedroom, False
donkey, cow, False
goat, steam, False
muscle, food, True
dolphin, mountain, False
quiet, sound, False
hotel, expertise, False
castle, traitor, False
touch, act, True
helicopter, vehicle, True
wrench, overprice, False
sweater, commodity, True
paw, lion, False
clarinet, loud, False
begin, finish, False
foot, falcon, False
collusion, arrangement, True
lion, depressive, False
cello, acolyte, False
glove, clothing, True
cow, bottom, False
train, lose, False
den, house, False
contradiction, lie, False
head, coyote, False
mistake, life, False
pleasure, ingratitude, False
cow, expansion, False
sieve, downfall, False
idol, darling, False
cloak, recurrence, False
bear, stare, False
voice, beautiful, False
spoon, institute, False
cow, chordate, True
brick, hotel, False
coat, liquid, False
harvest, produce, False
body, human, False
yacht, lack, False
flute, biographer, False
part, piece, False
lime, grape, False
donkey, die, False
violin, saxophone, False
pheasant, ethnic, False
goat, dimorphism, False
cabbage, centrality, False
penguin, voluntary, False
colour, ambulance, False
catfish, conquer, False
donkey, bear, False
beaver, erosion, False
bottom, cello, False
tooth, giraffe, False
catfish, abolish, False
desk, artefact, True
don, gentleman, True
hornet, famous, False
coyote, protectorate, False
rake, miner, False
feature, face, False
battleship, artifact, True
hammer, demonstrate, False
sieve, enhance, False
roof, castle, False
rabbit, few, False
table, intervene, False
iommi, king, True
charango, instrument, True
wind, rain, False
jet, magnificent, False
bed, surface, True
train, carry, False
candy, sweet, True
battleship, jet, False
throw, pitch, False
jar, send, False
shirt, recognize, False
frigate, divorce, False
encore, prelude, False
bus, vehicle, True
person, busy, False
tiger, disqualify, False
vest, good, True
spoon, wrench, False
jet, leave, False
flute, sax, False
bed, jettison, False
sheep, one, False
frigate, plan, False
chair, leg, False
leaf, broccoli, False
techno, dance, True
cow, land, False
wrecker, builder, False
spade, erroneous, False
exercise, lazy, False
restaurant, outset, False
chisel, axe, False
ambulance, devil, False
dolphin, surround, False
ear, horse, False
spade, reservoir, False
cabbage, scientific, False
beak, goose, False
fighter, victor, False
grasshopper, commence, False
preparedness, plan, True
shirt, button, False
apple, modification, False
bomber, transport, True
cucumber, sacrament, False
bottle, pub, False
glove, touchdown, False
operetta, genre, True
swan, bird, True
person, skin, False
hospital, notice, False
clap, noise, True
cottage, butterfly, False
color, jar, False
robin, perjure, False
hat, weaponry, False
radish, accomodation, False
presbytery, cathedral, False
root, trunk, False
ferry, ambulance, False
soap, dirt, False
bird, fish, False
fighter, ensure, False
fighter, pronounce, False
cat, bear, False
trumpet, finding, False
bat, animal, True
shadow, light, False
shirt, fifth, False
queen, woman, True
goat, run, False
piano, able, False
dresser, standard, False
saxophone, able, False
distribution, single, False
sweater, robe, False
train, cost, False
kiss, excite, False
van, artifact, True
muscle, deltoid, False
cello, guilt, False
van, metaphor, False
sheet, paper, True
sheep, fold, False
piano, enjoy, False
bull, invaluable, False
radish, proselytize, False
roll, turn, True
beet, twentieth, False
snake, cake, False
cottage, pixel, False
flute, mandolin, False
saw, mw, False
helicopter, hymn, False
bathroom, dwell, False
cottage, breed, False
heart, muscle, False
place, rank, True
flute, recharge, False
robin, owl, False
van, jealousy, False
woodpecker, creature, True
catfish, proving, False
venus, planet, True
sheep, advocacy, False
robin, fob, False
pub, arse, False
iron, hard, False
song, performance, True
restaurant, hold, False
eagle, assess, False
piece, collection, False
book, cover, False
hotel, earn, False
carp, seafood, True
bowl, infrastructure, False
hammer, train, False
guitar, accede, False
dresser, stay, False
fashion, change, False
nose, beaver, False
crown, birch, False
inside, jar, False
saloon, desert, False
bus, desktop, False
cow, valve, False
death, bad, False
appear, perform, True
bomber, easy, False
burn, ice, False
swim, action, True
giraffe, donkey, False
car, artefact, True
reverse, run, True
hatchet, consider, False
vulture, dismay, False
pigeon, eagle, False
scarf, signify, False
goat, gorilla, False
nail, finger, False
board, table, False
squirrel, liable, False
he, penis, False
lobster, seafood, True
chisel, oral, False
jet, old, False
cabaret, musical, True
coat, pub, False
grape, berry, True
pulp, grapefruit, False
reward, payment, True
boulder, rock, True
bull, cluster, False
jet, manner, False
jar, glass, False
hill, anthill, False
mouth, elephant, False
robin, whole, False
tiger, uphold, False
training, activity, True
deer, worship, False
beetle, brake, False
yacht, tanker, False
grapefruit, note, False
scale, catfish, False
chair, drive, False
lettuce, notice, False
saw, play, False
wardrobe, def, False
handle, dresser, False
plant, root, False
presentment, show, True
parody, reality, False
door, handle, False
horse, powerful, False
jar, enquiry, False
pheasant, pediatrician, False
spoon, announcement, False
celery, intrinsic, False
aircraft, machine, True
snout, lion, False
dolphin, funnel, False
scelsi, composer, True
shirt, spiritual, False
lime, angle, False
onion, hemisphere, False
tallow, dry, False
scarf, park, False
ally, nation, True
heart, game, True
elephant, creature, True
truck, release, False
sheep, creep, False
dolphin, persistence, False
stem, turnip, False
vihuela, instrument, True
fireplace, fire, False
alleviation, worsening, False
axe, obelisk, False
vest, occupier, False
glass, sand, False
funnel, tanker, False
workforce, pool, True
yacht, prepare, False
coat, develop, False
eye, fox, False
wardrobe, pertain, False
slider, food, True
cat, rise, False
bull, ask, False
train, catch, False
compass, distraction, False
passenger, bus, False
inside, ambulance, False
vulture, solo, False
pottery, jar, False
function, use, False
hit, touch, True
jet, spite, False
headlight, motorcycle, False
river, cold, False
restaurant, sponsorship, False
mantle, shell, False
yacht, engage, False
dolphin, centre, False
library, seminar, False
pleasure, emotion, True
garden, wall, False
book, idea, False
fail, change, True
robin, inter, False
castle, date, False
axe, sustenance, False
flute, study, False
owl, mentoring, False
horse, spur, False
milan, city, True
board, wood, False
horse, grey, False
encore, original, False
plain, complex, False
tooth, knife, False
gorilla, mum, False
dress, free, False
tea, refreshment, True
bus, domestic, False
head, sheep, False
gospel, style, True
van, violence, False
fork, axe, False
crew, bomber, False
box, capacious, False
horse, ensure, False
spoon, interchange, False
shah, prince, False
guitar, device, True
deer, find, False
bone, cod, False
jar, actress, False
radish, potato, False
desk, rest, False
performance, bad, False
head, base, False
head, nail, False
desk, hotel, False
feather, pillow, False
murasaki, band, True
cockroach, individual, False
chisel, trekking, False
turnip, forbid, False
motorcycle, form, False
meat, red, False
jar, answer, False
jar, admire, False
onion, apparent, False
yellow, brave, False
sleep, relax, True
bus, census, False
island, place, True
fighter, three, False
pub, library, False
jacket, complete, False
mary, mother, True
planet, earth, True
jacket, appointee, False
field, mouse, True
compositing, technique, True
gorilla, qualifier, False
wing, wasp, False
yacht, curate, False
foot, sofa, False
horse, sick, False
ambulance, grill, False
point, flat, False
turnip, interfere, False
lion, airman, False
saxophone, manager, False
meet, important, False
black, dark, False
bus, moneyed, False
shovel, self, False
enka, genre, True
beak, hawk, False
lady, man, False
motorcycle, high, False
sexuality, passion, False
quiet, movement, False
bayonet, dagger, False
neutron, cell, True
flute, practice, False
sheep, harmonization, False
rat, rocky, False
lime, on, False
ring, blue, False
guitar, footnote, False
jar, receive, False
basement, place, True
blow, vacuum, False
desk, keep, False
giraffe, premise, False
violin, established, False
plastic, fork, False
frigate, desire, False
dove, interpret, False
top, truck, False
garlic, heterogeneous, False
jacket, case, False
bouffe, genre, True
flute, food, False
cheekbone, tissue, True
floor, van, False
couch, pass, False
saxophone, guitar, False
windshield, bus, False
yacht, signal, False
pigeon, concern, False
cottage, framework, False
pretend, act, False
ball, baseball, True
donkey, dialogue, False
hammer, metal, False
vulture, footing, False
jacket, select, False
lemon, integral, False
spoon, corkscrew, False
beetle, lyrical, False
hammer, saw, False
aircraft, vehicle, True
funk, genre, True
stockade, desertion, False
wrench, report, False
train, headache, False
shovel, smile, False
violin, learn, False
enemy, person, True
battle, conflict, False
build, big, False
funeral, band, True
chisel, mend, False
plumage, dove, False
cello, trombone, False
dolphin, contrary, False
nose, giraffe, False
hospital, track, False
write, spell, False
catfish, pend, False
potato, golf, False
crow, bannister, False
axe, drive, False
armrest, couch, False
scarf, valid, False
bull, horse, False
wrench, endeavour, False
turnip, grit, False
gasoline, scooter, False
bus, crocodile, False
hospital, talk, False
darkness, light, False
intellectual, person, True
coat, design, False
sieve, branch, False
hornet, arthropod, True
violin, organ, False
offspring, father, False
oil, bus, False
hammer, suspicion, False
saw, turn, False
punk, movement, True
robe, normal, False
goat, vibration, False
onion, carrot, False
order, class, False
rat, goat, False
father, leader, True
top, piano, False
cow, vertebrate, True
donkey, artillery, False
chisel, tool, True
china, state, True
coat, countdown, False
wardrobe, walk, False
ambulance, testing, False
ambulance, guard, False
brake, truck, False
motorcycle, wedding, False
lion, central, False
iron, spoon, False
pig, meal, False
train, spearhead, False
horseback, horse, False
clam, fish, False
dancehall, style, True
fireplace, chimney, False
wheel, helicopter, False
beet, bout, False
tiger, pig, False
liquid, fluid, False
eagle, age, False
coyote, modeller, False
beet, clinician, False
grapefruit, brazen, False
fox, deer, False
windscreen, fighter, False
trumpet, swathe, False
cod, divisor, False
fact, truth, False
saw, long, False
moth, swimming, False
pigeon, tiara, False
trumpet, landmine, False
shirt, vernacular, False
rudder, fighter, False
bus, phone, False
library, follower, False
beetle, epidemiologist, False
ferry, similar, False
train, come, False
saxophone, cabinet, False
butterfly, responsiveness, False
meal, dinner, False
swan, participate, False
bear, mosaic, False
stockade, range, False
glove, fluctuation, False
kill, bad, False
tuner, cello, False
battleship, pick, False
dart, game, True
network, business, True
couch, sofa, True
owl, vertebrate, True
flask, alcohol, True
kitchenette, kitchen, True
makonnen, musician, True
castle, dolphin, False
geek, person, True
carrot, woody, False
sofa, unhealthy, False
spade, barangay, False
wasp, bibliography, False
cat, annoy, False
everyone, good, False
pottery, bowl, False
booze, pub, False
pocket, jacket, False
guitar, large, False
purpose, object, False
truck, coincidence, False
trade, store, False
convention, rock, True
lyre, instrument, True
bin, can, False
beaver, amateur, False
potato, cucumber, False
citation, unquote, False
assertion, denial, False
wasp, blow, False
rabbit, insulation, False
compass, navigation, False
hawk, chordate, True
hatchet, fork, False
broccoli, produce, True
turnip, shoulder, False
scooter, set, False
owl, router, False
battleship, plantation, False
plainchant, genre, True
scooter, enough, False
hospital, further, False
crow, chordate, True
fork, artifact, True
color, race, False
gear, ambulance, False
lot, collection, False
saw, exotic, False
wind, air, False
strawberry, visionary, False
rabbit, semester, False
glove, coat, False
education, knowledge, True
statute, document, True
master, learn, False
den, place, True
glider, head, False
ballet, choreography, True
bottle, allow, False
pig, cat, False
fighter, employment, False
hawk, triathlon, False
kiss, fun, False
mug, different, False
goose, chordate, True
donkey, overweight, False
clarinet, noisy, False
metal, heavy, False
guitar, main, False
smallville, program, True
train, score, False
beet, range, False
belt, speed, False
castle, confidence, False
flute, own, False
chair, plan, False
weather, rainfall, False
naivety, stupid, True
rabbit, bypass, False
scarf, broadside, False
screwdriver, knife, False
dresser, desk, False
dresser, review, False
handle, hammer, False
bicycle, tool, True
fly, travel, True
scarf, larva, False
moth, neat, False
castle, game, True
mane, donkey, False
car, indoor, False
castle, feeling, False
hammer, copy, False
stout, skinny, False
gas, water, False
onion, broccoli, False
movement, change, True
burn, cool, False
dove, network, False
cow, toe, False
scale, goldfish, False
hammer, contract, False
class, society, False
beaver, post, False
heart, feel, False
material, jacket, False
bag, fabric, False
artist, worker, True
screen, surface, True
tide, flow, False
play, act, True
ram, weapon, True
pastor, counselor, True
bookcase, contravention, False
channel, sound, False
cottage, bloated, False
grasshopper, test, False
hat, wood, False
van, maxim, False
lion, innocent, False
bull, handgun, False
ant, attack, False
hawk, bird, True
light, truck, False
battleship, lobbyist, False
beatles, artist, True
leaf, green, False
interior, hospital, False
woman, hot, False
car, guideline, False
battleship, flood, False
material, information, True
hotel, artery, False
dress, hope, False
macumba, genre, True
cell, organ, False
person, mean, False
horse, roadster, False
train, reference, False
build, increase, False
cockroach, heath, False
hatchet, title, False
bus, flock, False
screwdriver, afterthought, False
cello, habit, False
onion, scale, False
fork, kitchenware, True
sparrow, falcon, False
violin, harmonica, False
bonnet, truck, False
cramp, artist, True
burn, freeze, False
crew, jet, False
turkey, place, True
box, receive, False
fox, entertain, False
cello, old, False
axe, collision, False
cauliflower, carrot, False
bag, taxis, False
sheep, paint, False
ceiling, villa, False
shirt, accomplish, False
restaurant, word, False
chocolate, bitter, False
arbor, prairie, False
dress, contact, False
songwriter, composer, True
robin, commitment, False
pear, disparity, False
basket, plastic, False
goldfish, top, False
couch, bookcase, False
corn, decompression, False
person, feel, False
flute, minimalism, False
gas, scooter, False
head, tooth, False
opera, drama, True
construct, assemble, False
rear, jet, False
train, scooter, False
tent, shelter, True
matter, irrelevant, False
dolphin, pig, False
axe, corrupt, False
catfish, inflow, False
deer, commitment, False
sweater, blind, False
scooter, transport, True
car, initial, False
animal, alive, False
hat, quarterly, False
rush, lunge, False
radish, registry, False
cottage, nose, False
handbrake, truck, False
person, contestant, False
shirt, registered, False
viola, instrument, True
helicopter, footage, False
rat, mouse, False
glider, committee, False
approach, advance, False
sheep, brutality, False
frog, nature, False
knife, possible, False
chisel, prepare, False
jack, genre, True
wardrobe, tutorial, False
train, maximise, False
wrench, weather, False
caboose, frigate, False
snout, pig, False
person, sour, False
cathedral, crop, False
trumpet, northeastern, False
bowl, scrutiny, False
fantazi, song, True
onion, veggie, True
world, subculture, True
nick, human, False
piano, banjo, False
jacket, aid, False
plume, crow, False
rump, owl, False
couch, furniture, True
musician, occupation, True
ferry, bake, False
read, fun, False
motorcycle, refreshment, False
age, young, False
ant, creature, True
bus, hobby, False
text, word, False
mantle, cloak, False
peach, lemon, False
bread, food, True
rest, break, False
wardrobe, high, False
propeller, bomber, False
plastic, bag, False
rabbit, deer, False
plum, maximum, False
house, bed, False
statue, stone, False
statue, metal, False
cast, mold, False
dresser, brief, False
arch, open, True
kitten, fur, False
robin, passerine, True
mudhoney, band, True
more, album, True
plume, hawk, False
show, entertainment, True
robe, digital, False
fighter, answer, False
woodpecker, fellow, False
door, fighter, False
history, past, False
jar, vital, False
compass, blindfold, False
wool, dress, False
hem, blouse, False
shovel, gruel, False
household, team, False
hatchet, ss, False
hair, root, False
blouse, middle, False
leave, turn, True
krautrock, genre, True
invitation, letter, True
hatchet, disappear, False
ambulance, program, False
individual, personal, False
horse, farm, False
erasure, artist, True
boss, demand, False
dress, blouse, False
couch, safeguard, False
sailor, ferry, False
silk, blouse, False
castle, portion, False
shirt, brow, False
turbine, tanker, False
sparrow, cape, False
mouth, beaver, False
shirt, struct, False
corkscrew, panache, False
scooter, complete, False
lime, marrow, False
car, iron, False
degenerate, song, True
boot, black, False
diamond, blue, False
piano, cooker, False
desk, shut, False
library, produce, False
tiger, switch, False
wrench, accredit, False
restaurant, danger, False
yacht, closure, False
violin, bedding, False
bowl, kitchenware, True
instrumentation, instrument, True
heller, girl, True
wave, straight, False
music, soothe, False
screwdriver, oratory, False
shovel, tax, False
squirrel, mammal, True
cauliflower, produce, True
fork, saw, False
point, place, False
good, well, False
gorilla, disclose, False
parsley, veggie, True
pub, propose, False
marimba, instrument, True
bookcase, declare, False
bowl, clay, False
hat, spot, False
helicopter, fortune, False
rudder, jet, False
battleship, decree, False
fall, change, True
parsley, worldview, False
scarf, chosen, False
saxophone, banjo, False
jar, rampant, False
misery, happiness, False
bend, bow, False
cloak, hurl, False
ebony, piano, False
tail, coin, False
treatment, parameter, True
lace, fabric, True
workforce, individual, False
river, stream, False
motorcycle, transpire, False
sputnik, satellite, True
handle, butt, False
disco, music, True
box, stoic, False
knife, oncogene, False
glider, website, False
cathedral, become, False
cranberry, rearguard, False
bag, artifact, True
turnip, ancient, False
groove, dance, True
encore, concert, True
training, orientation, False
hatchet, deliver, False
sparrow, penguin, False
piano, wicket, False
saxophone, decline, False
bar, goal, False
cashmere, scarf, False
word, speech, True
coat, secrecy, False
garden, house, False
armstrong, singer, True
cow, face, False
crow, bird, True
rock, heavy, False
raise, construct, True
fighter, vehicle, True
jog, run, True
brick, castle, False
cucumber, torture, False
charles, player, True
scooter, destroy, False
plume, falcon, False
spinach, replace, False
beet, veggie, True
person, illness, False
colour, bowl, False
organization, person, False
eagle, mailing, False
frigate, re, False
feather, owl, False
cinebox, machine, True
motorcycle, look, False
enjoy, like, False
lion, density, False
bowl, sport, True
glider, think, False
accessibility, receptiveness, False
glider, influence, False
mug, other, False
cast, fish, True
goose, reading, False
hole, guitar, False
cranberry, berry, True
scooter, train, False
cat, complementary, False
souriante, group, True
flute, safekeeping, False
chair, provoke, False
symbolism, question, False
